# Station : SAINT-MALO
# Longitude : -2.028103
# Latitude : 48.640812
# Organisme fournisseur de données : Shom, CCI Ille-et-Vilaine, CR Bretagne
# Fuseau horaire : UTC
# Référence verticale : zero_hydrographique
# Unité : m
# Source 1 : Données brutes temps réel
# Source 2 : Données brutes temps différé
# Source 3 : Données validées temps différé
# Source 4 : Données horaires validées
# Source 5 : Données horaires brutes
# Source 6 : Pleines et basses mers
# Date;Valeur;Source
10/01/2021 08:00:00;4.639;4
10/01/2021 09:00:00;3.542;4
10/01/2021 10:00:00;3.058;4
10/01/2021 11:00:00;3.511;4
10/01/2021 12:00:00;4.955;4
10/01/2021 13:00:00;7.038;4
10/01/2021 14:00:00;8.971;4
10/01/2021 15:00:00;10.238;4
10/01/2021 16:00:00;10.418;4
10/01/2021 17:00:00;9.713;4
10/01/2021 18:00:00;8.493;4
10/01/2021 19:00:00;6.893;4
10/01/2021 20:00:00;5.283;4
10/01/2021 21:00:00;3.905;4
10/01/2021 22:00:00;2.961;4
10/01/2021 23:00:00;2.771;4
11/01/2021 00:00:00;3.719;4
11/01/2021 01:00:00;5.58;4
11/01/2021 02:00:00;7.932;4
11/01/2021 03:00:00;9.891;4
11/01/2021 04:00:00;10.846;4
11/01/2021 05:00:00;10.625;4
11/01/2021 06:00:00;9.603;4
11/01/2021 07:00:00;7.94;4
11/01/2021 08:00:00;6.122;4
11/01/2021 09:00:00;4.417;4
11/01/2021 10:00:00;3.129;4
11/01/2021 11:00:00;2.488;4
11/01/2021 12:00:00;2.871;4
11/01/2021 13:00:00;4.45;4
11/01/2021 14:00:00;6.905;4
11/01/2021 15:00:00;9.191;4
11/01/2021 16:00:00;10.73;4
11/01/2021 17:00:00;11.039;4
11/01/2021 18:00:00;10.306;4
11/01/2021 19:00:00;8.888;4
11/01/2021 20:00:00;7.105;4
11/01/2021 21:00:00;5.336;4
11/01/2021 22:00:00;3.795;4
11/01/2021 23:00:00;2.76;4
12/01/2021 00:00:00;2.539;4
12/01/2021 01:00:00;3.609;4
12/01/2021 02:00:00;5.697;4
12/01/2021 03:00:00;8.378;4
12/01/2021 04:00:00;10.591;4
12/01/2021 05:00:00;11.58;4
12/01/2021 06:00:00;11.263;4
12/01/2021 07:00:00;9.962;4
12/01/2021 08:00:00;8.089;4
12/01/2021 09:00:00;6.129;4
12/01/2021 10:00:00;4.324;4
12/01/2021 11:00:00;2.967;4
12/01/2021 12:00:00;2.257;4
12/01/2021 13:00:00;2.624;4
12/01/2021 14:00:00;4.412;4
12/01/2021 15:00:00;7.04;4
12/01/2021 16:00:00;9.485;4
12/01/2021 17:00:00;11.149;4
12/01/2021 18:00:00;11.441;4
12/01/2021 19:00:00;10.559;4
12/01/2021 20:00:00;8.914;4
12/01/2021 21:00:00;6.886;4
12/01/2021 22:00:00;4.916;4
12/01/2021 23:00:00;3.296;4
13/01/2021 00:00:00;2.219;4
13/01/2021 01:00:00;2.076;4
13/01/2021 02:00:00;3.378;4
13/01/2021 03:00:00;5.913;4
13/01/2021 04:00:00;8.745;4
13/01/2021 05:00:00;11.011;4
13/01/2021 06:00:00;11.88;4
13/01/2021 07:00:00;11.303;4
13/01/2021 08:00:00;9.799;4
13/01/2021 09:00:00;7.741;4
13/01/2021 10:00:00;5.539;4
13/01/2021 11:00:00;3.672;4
13/01/2021 12:00:00;2.291;4
13/01/2021 13:00:00;1.68;4
13/01/2021 14:00:00;2.324;4
13/01/2021 15:00:00;4.443;4
13/01/2021 16:00:00;7.343;4
13/01/2021 17:00:00;9.977;4
13/01/2021 18:00:00;11.575;4
13/01/2021 19:00:00;11.665;4
13/01/2021 20:00:00;10.507;4
13/01/2021 21:00:00;8.598;4
13/01/2021 22:00:00;6.471;4
13/01/2021 23:00:00;4.473;4
14/01/2021 00:00:00;2.922;4
14/01/2021 01:00:00;1.957;4
14/01/2021 02:00:00;2.081;4
14/01/2021 03:00:00;3.721;4
14/01/2021 04:00:00;6.581;4
14/01/2021 05:00:00;9.518;4
14/01/2021 06:00:00;11.661;4
14/01/2021 07:00:00;12.182;4
14/01/2021 08:00:00;11.295;4
14/01/2021 09:00:00;9.557;4
14/01/2021 10:00:00;7.343;4
14/01/2021 11:00:00;5.154;4
14/01/2021 12:00:00;3.368;4
14/01/2021 13:00:00;2.098;4
14/01/2021 14:00:00;1.66;4
14/01/2021 15:00:00;2.645;4
14/01/2021 16:00:00;5.083;4
14/01/2021 17:00:00;8.083;4
14/01/2021 18:00:00;10.599;4
14/01/2021 19:00:00;11.846;4
14/01/2021 20:00:00;11.5;4
14/01/2021 21:00:00;10.096;4
14/01/2021 22:00:00;8.105;4
14/01/2021 23:00:00;5.917;4
15/01/2021 00:00:00;4.005;4
15/01/2021 01:00:00;2.575;4
15/01/2021 02:00:00;1.792;4
15/01/2021 03:00:00;2.293;4
15/01/2021 04:00:00;4.357;4
15/01/2021 05:00:00;7.34;4
15/01/2021 06:00:00;10.101;4
15/01/2021 07:00:00;11.809;4
15/01/2021 08:00:00;11.879;4
15/01/2021 09:00:00;10.676;4
15/01/2021 10:00:00;8.732;4
15/01/2021 11:00:00;6.528;4
15/01/2021 12:00:00;4.401;4
15/01/2021 13:00:00;2.762;4
15/01/2021 14:00:00;1.67;4
15/01/2021 15:00:00;1.6;4
15/01/2021 16:00:00;2.997;4
15/01/2021 17:00:00;5.758;4
15/01/2021 18:00:00;8.706;4
15/01/2021 19:00:00;10.993;4
15/01/2021 20:00:00;11.718;4
15/01/2021 21:00:00;10.985;4
15/01/2021 22:00:00;9.337;4
15/01/2021 23:00:00;7.268;4
16/01/2021 00:00:00;5.134;4
16/01/2021 01:00:00;3.437;4
16/01/2021 02:00:00;2.291;4
16/01/2021 03:00:00;1.951;4
16/01/2021 04:00:00;3.015;4
16/01/2021 05:00:00;5.461;4
16/01/2021 06:00:00;8.435;4
16/01/2021 07:00:00;10.909;4
16/01/2021 08:00:00;11.997;4
16/01/2021 09:00:00;11.543;4
16/01/2021 10:00:00;10.153;4
16/01/2021 11:00:00;8.135;4
16/01/2021 12:00:00;5.962;4
16/01/2021 13:00:00;4.083;4
16/01/2021 14:00:00;2.685;4
16/01/2021 15:00:00;1.912;4
16/01/2021 16:00:00;2.309;4
16/01/2021 17:00:00;4.148;4
16/01/2021 18:00:00;6.955;4
16/01/2021 19:00:00;9.678;4
16/01/2021 20:00:00;11.399;4
16/01/2021 21:00:00;11.497;4
16/01/2021 22:00:00;10.392;4
16/01/2021 23:00:00;8.599;4
17/01/2021 00:00:00;6.517;4
17/01/2021 01:00:00;4.64;4
17/01/2021 02:00:00;3.255;4
17/01/2021 03:00:00;2.459;4
17/01/2021 04:00:00;2.65;4
17/01/2021 05:00:00;4.221;4
17/01/2021 06:00:00;6.735;4
17/01/2021 07:00:00;9.38;4
17/01/2021 08:00:00;11.242;4
17/01/2021 09:00:00;11.602;4
17/01/2021 10:00:00;10.765;4
17/01/2021 11:00:00;9.148;4
17/01/2021 12:00:00;7.162;4
17/01/2021 13:00:00;5.161;4
17/01/2021 14:00:00;3.602;4
17/01/2021 15:00:00;2.551;4
17/01/2021 16:00:00;2.28;4
17/01/2021 17:00:00;3.267;4
17/01/2021 18:00:00;5.431;4
17/01/2021 19:00:00;8.072;4
17/01/2021 20:00:00;10.156;4
17/01/2021 21:00:00;11.037;4
17/01/2021 22:00:00;10.551;4
17/01/2021 23:00:00;9.226;4
18/01/2021 00:00:00;7.471;4
18/01/2021 01:00:00;5.622;4
18/01/2021 02:00:00;4.107;4
18/01/2021 03:00:00;3.049;4
18/01/2021 04:00:00;2.719;4
18/01/2021 05:00:00;3.434;4
18/01/2021 06:00:00;5.301;4
18/01/2021 07:00:00;7.755;4
18/01/2021 08:00:00;9.96;4
18/01/2021 09:00:00;11.073;4
18/01/2021 10:00:00;10.906;4
18/01/2021 11:00:00;9.778;4
18/01/2021 12:00:00;8.14;4
18/01/2021 13:00:00;6.316;4
18/01/2021 14:00:00;4.689;4
18/01/2021 15:00:00;3.458;4
18/01/2021 16:00:00;2.815;4
18/01/2021 17:00:00;3.095;4
18/01/2021 18:00:00;4.498;4
18/01/2021 19:00:00;6.748;4
18/01/2021 20:00:00;8.959;4
18/01/2021 21:00:00;10.427;4
18/01/2021 22:00:00;10.657;4
18/01/2021 23:00:00;9.856;4
19/01/2021 00:00:00;8.453;4
19/01/2021 01:00:00;6.84;4
19/01/2021 02:00:00;5.285;4
19/01/2021 03:00:00;4.151;4
19/01/2021 04:00:00;3.51;4
19/01/2021 05:00:00;3.652;4
19/01/2021 06:00:00;4.756;4
19/01/2021 07:00:00;6.662;4
19/01/2021 08:00:00;8.71;4
19/01/2021 09:00:00;10.258;4
19/01/2021 10:00:00;10.693;4
19/01/2021 11:00:00;10.109;4
19/01/2021 12:00:00;8.974;4
19/01/2021 13:00:00;7.462;4
19/01/2021 14:00:00;5.971;4
19/01/2021 15:00:00;4.7;4
19/01/2021 16:00:00;3.819;4
19/01/2021 17:00:00;3.622;4
19/01/2021 18:00:00;4.356;4
19/01/2021 19:00:00;5.924;4
19/01/2021 20:00:00;7.847;4
19/01/2021 21:00:00;9.536;4
